ID,isDelinquent,term,gender,purpose,home_ownership,age,FICO
6415,0,36 months,Female,House,Mortgage,>25,>500
6416,1,36 months,Female,Personal,Mortgage,20-25,300-500
6417,1,36 months,Male,Car,Rent,20-25,300-500
6418,0,36 months,Male,House,Mortgage,20-25,>500
6419,1,36 months,Male,House,Rent,>25,>500
6420,0,60 months,Male,House,Rent,>25,>500
6421,0,36 months,Female,House,Rent,>25,>500
6422,1,36 months,Female,House,Rent,>25,>500
6423,1,36 months,Male,Car,Mortgage,20-25,300-500
6424,0,36 months,Female,House,Mortgage,20-25,>500
6425,1,36 months,Female,House,Rent,>25,300-500
6426,1,36 months,Male,House,Rent,20-25,300-500
6427,1,36 months,Female,Car,Own,20-25,300-500
6428,1,36 months,Female,House,Mortgage,>25,300-500
6429,1,36 months,Male,House,Rent,20-25,300-500
6430,1,36 months,Male,House,Mortgage,20-25,300-500
6431,1,36 months,Male,Personal,Mortgage,20-25,300-500
6432,0,60 months,Male,Medical,Rent,>25,>500
6433,0,36 months,Male,Car,Mortgage,20-25,>500
6434,1,36 months,Male,Car,Own,20-25,300-500
6435,0,60 months,Male,House,Rent,>25,300-500
6436,0,36 months,Male,House,Mortgage,>25,>500
6437,1,36 months,Male,House,Mortgage,>25,>500
6438,1,36 months,Male,Other,Own,20-25,300-500
6439,1,36 months,Male,Other,Rent,20-25,300-500
6440,0,36 months,Female,Car,Mortgage,20-25,>500
6441,1,36 months,Male,House,Mortgage,>25,>500
6442,1,36 months,Male,Other,Rent,>25,>500
6443,1,36 months,Male,House,Rent,20-25,300-500
6444,1,36 months,Female,House,Mortgage,20-25,300-500
6445,1,36 months,Male,Car,Rent,20-25,300-500
6446,1,36 months,Male,Other,Mortgage,>25,>500
6447,1,36 months,Male,House,Mortgage,20-25,300-500
6448,0,60 months,Male,House,Mortgage,>25,>500
6449,1,36 months,Female,House,Rent,>25,>500
6450,1,36 months,Female,Personal,Own,>25,300-500
6451,1,36 months,Male,House,Mortgage,20-25,300-500
6452,0,36 months,Male,House,Rent,20-25,300-500
6453,1,36 months,Male,Car,Rent,20-25,300-500
6454,1,36 months,Male,House,Mortgage,20-25,300-500
6455,0,36 months,Female,Car,Rent,20-25,>500
6456,0,36 months,Male,Car,Own,20-25,300-500
6457,1,36 months,Male,Car,Rent,20-25,300-500
6458,1,60 months,Male,Medical,Rent,20-25,>500
6459,0,36 months,Female,Medical,Mortgage,>25,>500
6460,0,36 months,Male,House,Rent,>25,>500
6461,1,36 months,Male,House,Mortgage,20-25,300-500
6462,1,36 months,Female,House,Mortgage,>25,>500
6463,1,36 months,Female,Car,Mortgage,20-25,>500
6464,1,36 months,Male,House,Rent,20-25,300-500
6465,1,36 months,Female,Other,Own,>25,300-500
6466,0,36 months,Female,House,Rent,20-25,>500
6467,1,36 months,Male,Car,Mortgage,>25,>500
6468,1,36 months,Male,House,Rent,20-25,300-500
6469,1,36 months,Male,House,Rent,20-25,>500
6470,0,60 months,Male,House,Mortgage,>25,300-500
6471,1,36 months,Male,Car,Mortgage,20-25,300-500
6472,0,36 months,Male,House,Mortgage,20-25,300-500
6473,0,36 months,Female,House,Rent,>25,>500
6474,1,36 months,Female,Car,Rent,>25,>500
6475,0,36 months,Male,House,Mortgage,>25,>500
6476,1,36 months,Female,House,Rent,20-25,300-500
6477,0,36 months,Male,House,Mortgage,>25,>500
6478,0,60 months,Male,House,Mortgage,>25,300-500
6479,0,36 months,Male,House,Mortgage,20-25,300-500
6480,1,36 months,Male,Other,Mortgage,20-25,300-500
6481,1,36 months,Male,Personal,Mortgage,20-25,300-500
6482,1,36 months,Male,House,Rent,>25,>500
6483,1,60 months,Male,House,Rent,20-25,>500
6484,0,36 months,Female,House,Mortgage,>25,>500
6485,1,36 months,Male,House,Rent,20-25,300-500
6486,1,36 months,Female,House,Rent,>25,300-500
6487,1,36 months,Male,House,Mortgage,>25,>500
6488,1,36 months,Male,Car,Rent,>25,>500
6489,0,36 months,Male,House,Rent,>25,>500
6490,1,36 months,Female,House,Mortgage,20-25,>500
6491,1,36 months,Male,Car,Mortgage,20-25,300-500
6492,1,36 months,Female,Medical,Mortgage,>25,300-500
6493,1,60 months,Male,other,Rent,20-25,>500
6494,1,36 months,Female,Personal,Mortgage,>25,300-500
6495,1,36 months,Female,Personal,Mortgage,20-25,300-500
6496,1,36 months,Female,Car,Rent,>25,300-500
6497,1,36 months,Male,House,Rent,20-25,300-500
6498,0,36 months,Female,Car,Rent,>25,>500
6499,1,36 months,Female,House,Mortgage,>25,300-500
6500,1,36 months,Female,House,Mortgage,>25,300-500
6501,0,60 months,Male,House,Rent,>25,>500
6502,1,36 months,Male,House,Mortgage,20-25,300-500
6503,1,36 months,Female,Personal,Mortgage,20-25,300-500
6504,1,36 months,Male,House,Mortgage,>25,>500
6505,1,36 months,Female,House,Rent,>25,300-500
6506,1,36 months,Female,Personal,Mortgage,>25,300-500
6507,0,36 months,Female,House,Rent,20-25,>500
6508,0,60 months,Male,Medical,Mortgage,>25,300-500
6509,0,36 months,Female,House,Rent,>25,>500
6510,1,36 months,Female,House,Rent,>25,300-500
6511,1,36 months,Female,House,Mortgage,>25,300-500
6512,1,36 months,Male,House,Mortgage,20-25,300-500
6513,0,60 months,Male,other,Rent,>25,300-500
6514,1,36 months,Male,House,Mortgage,20-25,300-500
6515,1,36 months,Female,Car,Mortgage,>25,300-500
6516,1,36 months,Female,House,Mortgage,>25,300-500
6517,1,36 months,Male,Medical,Rent,>25,>500
6518,0,36 months,Male,Wedding,Own,20-25,>500
6519,1,60 months,Male,Car,Mortgage,20-25,>500
6520,0,36 months,Female,Personal,Rent,20-25,>500
6521,1,36 months,Female,House,Rent,>25,300-500
6522,1,36 months,Female,House,Rent,20-25,>500
6523,0,36 months,Male,House,Mortgage,20-25,>500
6524,0,36 months,Female,House,Mortgage,>25,>500
6525,1,36 months,Female,House,Rent,20-25,300-500
6526,1,36 months,Male,House,Mortgage,>25,>500
6527,0,60 months,Male,Car,Rent,>25,>500
6528,1,36 months,Male,House,Rent,20-25,300-500
6529,0,36 months,Female,House,Mortgage,>25,>500
6530,1,36 months,Male,Car,Mortgage,20-25,300-500
6531,1,36 months,Male,Car,Mortgage,>25,>500
6532,1,36 months,Female,House,Mortgage,20-25,300-500
6533,1,36 months,Female,House,Mortgage,>25,300-500
6534,1,36 months,Female,Car,Rent,>25,300-500
6535,1,36 months,Male,Car,Rent,>25,>500
6536,1,36 months,Female,House,Rent,20-25,300-500
6537,1,36 months,Male,Personal,Mortgage,20-25,300-500
6538,1,36 months,Male,House,Mortgage,20-25,300-500
6539,0,36 months,Female,House,Rent,20-25,>500
6540,1,36 months,Female,Wedding,Mortgage,>25,300-500
6541,1,36 months,Male,House,Rent,20-25,300-500
6542,1,36 months,Female,House,Rent,>25,300-500
6543,0,36 months,Female,Car,Mortgage,>25,>500
6544,1,36 months,Male,Other,Mortgage,20-25,300-500
6545,1,36 months,Male,Car,Mortgage,20-25,300-500
6546,1,36 months,Male,Car,Rent,20-25,300-500
6547,1,36 months,Male,Wedding,Rent,20-25,300-500
6548,1,36 months,Male,House,Mortgage,20-25,300-500
6549,1,36 months,Female,Other,Rent,>25,300-500
6550,0,36 months,Male,House,Mortgage,20-25,300-500
6551,1,36 months,Male,Car,Rent,20-25,300-500
6552,1,36 months,Male,House,Rent,20-25,300-500
6553,0,36 months,Male,House,Mortgage,20-25,300-500
6554,0,36 months,Male,House,Rent,20-25,300-500
6555,0,36 months,Female,House,Own,>25,>500
6556,1,36 months,Female,House,Mortgage,>25,300-500
6557,0,36 months,Male,House,Mortgage,>25,>500
6558,0,60 months,Male,Medical,Rent,>25,300-500
6559,0,36 months,Male,House,Rent,20-25,>500
6560,1,36 months,Male,House,Mortgage,>25,>500
6561,0,60 months,Male,House,Mortgage,>25,300-500
6562,0,36 months,Male,Personal,Mortgage,20-25,>500
6563,1,36 months,Female,House,Mortgage,>25,300-500
6564,0,36 months,Female,House,Mortgage,>25,>500
6565,0,36 months,Female,House,Mortgage,>25,>500
6566,1,60 months,Male,House,Rent,20-25,>500
6567,1,36 months,Male,House,Mortgage,20-25,300-500
6568,0,60 months,Male,Personal,Mortgage,>25,>500
6569,1,36 months,Male,Car,Rent,20-25,300-500
6570,1,36 months,Male,House,Mortgage,20-25,300-500
6571,0,36 months,Male,House,Rent,20-25,>500
6572,1,36 months,Male,Other,Rent,>25,>500
6573,1,36 months,Female,Other,Rent,>25,300-500
6574,0,36 months,Female,Personal,Mortgage,20-25,>500
6575,1,36 months,Male,House,Own,>25,>500
6576,1,36 months,Female,House,Mortgage,20-25,>500
6577,1,36 months,Male,House,Rent,>25,>500
6578,1,36 months,Female,House,Mortgage,>25,300-500
6579,1,36 months,Male,House,Mortgage,20-25,300-500
6580,0,36 months,Male,House,Mortgage,20-25,300-500
6581,1,36 months,Female,Personal,Mortgage,>25,300-500
6582,0,36 months,Female,Medical,Rent,20-25,>500
6583,0,36 months,Female,House,Mortgage,>25,>500
6584,1,36 months,Female,House,Mortgage,>25,300-500
6585,0,36 months,Male,Wedding,Own,20-25,>500
6586,0,36 months,Female,House,Rent,20-25,>500
6587,1,36 months,Male,Personal,Mortgage,20-25,300-500
6588,0,36 months,Female,Car,Mortgage,>25,>500
6589,0,36 months,Female,House,Mortgage,>25,>500
6590,0,36 months,Male,Car,Mortgage,>25,>500
6591,1,36 months,Male,Other,Rent,20-25,300-500
6592,0,60 months,Male,House,Mortgage,>25,300-500
6593,0,36 months,Female,House,Rent,>25,>500
6594,1,36 months,Male,House,Mortgage,20-25,300-500
6595,0,36 months,Male,Car,Rent,20-25,300-500
6596,1,36 months,Male,House,Mortgage,20-25,300-500
6597,1,60 months,Male,House,Rent,20-25,>500
6598,1,36 months,Female,Car,Mortgage,>25,300-500
6599,1,36 months,Male,Car,Rent,20-25,300-500
6600,1,36 months,Female,Wedding,Mortgage,20-25,300-500
6601,1,36 months,Male,House,Mortgage,>25,>500
6602,1,36 months,Male,Car,Rent,>25,>500
6603,1,36 months,Female,Car,Rent,>25,300-500
6604,1,60 months,Male,Car,Mortgage,20-25,>500
6605,1,36 months,Female,House,Rent,>25,300-500
6606,1,36 months,Male,House,Mortgage,>25,>500
6607,1,36 months,Female,House,Rent,20-25,300-500
6608,0,36 months,Male,House,Rent,20-25,>500
6609,1,36 months,Male,Car,Mortgage,20-25,300-500
6610,0,36 months,Male,House,Rent,20-25,300-500
6611,1,36 months,Male,House,Mortgage,20-25,300-500
6612,1,36 months,Male,House,Rent,>25,>500
6613,1,36 months,Female,House,Mortgage,>25,300-500
6614,0,60 months,Male,House,Mortgage,>25,>500
6615,0,60 months,Male,House,Mortgage,20-25,>500
6616,0,36 months,Male,House,Mortgage,20-25,>500
6617,1,36 months,Male,House,Mortgage,20-25,300-500
6618,1,36 months,Female,Wedding,Rent,>25,300-500
6619,1,36 months,Male,Car,Mortgage,20-25,300-500
6620,0,36 months,Male,Car,Rent,20-25,>500
6621,1,36 months,Male,House,Mortgage,>25,>500
6622,1,36 months,Female,House,Mortgage,>25,300-500
6623,1,36 months,Male,House,Rent,20-25,300-500
6624,1,36 months,Male,House,Rent,20-25,300-500
6625,1,36 months,Female,House,Rent,>25,300-500
6626,0,36 months,Male,House,Own,20-25,300-500
6627,0,36 months,Male,House,Mortgage,20-25,>500
6628,1,36 months,Female,House,Mortgage,>25,300-500
6629,1,36 months,Male,Personal,Mortgage,20-25,300-500
6630,1,36 months,Male,Car,Own,20-25,300-500
6631,1,36 months,Male,Other,Own,20-25,300-500
6632,0,60 months,Male,Car,Mortgage,>25,300-500
6633,1,36 months,Female,Car,Mortgage,>25,300-500
6634,1,36 months,Female,Other,Mortgage,>25,300-500
6635,1,36 months,Male,House,Rent,>25,>500
6636,1,36 months,Male,House,Rent,20-25,300-500
6637,1,36 months,Female,House,Mortgage,>25,300-500
6638,1,36 months,Male,House,Mortgage,20-25,300-500
6639,0,36 months,Female,Other,Rent,20-25,>500
6640,1,36 months,Female,House,Rent,20-25,300-500
6641,1,36 months,Male,Wedding,Rent,20-25,300-500
6642,0,36 months,Male,House,Rent,20-25,>500
6643,1,60 months,Male,House,Rent,20-25,>500
6644,1,36 months,Male,House,Rent,>25,>500
6645,1,36 months,Male,House,Rent,20-25,300-500
6646,1,36 months,Female,Other,Rent,>25,>500
6647,0,36 months,Female,House,Rent,>25,>500
6648,0,60 months,Male,House,Mortgage,>25,>500
6649,0,36 months,Male,Other,Mortgage,20-25,300-500
6650,0,36 months,Female,House,Own,>25,>500
6651,1,36 months,Female,Other,Mortgage,>25,300-500
6652,0,60 months,Male,Medical,Rent,20-25,>500
6653,1,36 months,Male,House,Rent,>25,>500
6654,0,36 months,Male,Car,Rent,20-25,>500
6655,1,36 months,Male,House,Mortgage,20-25,300-500
6656,0,36 months,Male,Wedding,Rent,20-25,300-500
6657,1,36 months,Male,Other,Mortgage,20-25,300-500
6658,1,36 months,Male,House,Rent,20-25,300-500
6659,1,36 months,Male,House,Rent,>25,>500
6660,1,36 months,Male,Wedding,Rent,20-25,300-500
6661,1,36 months,Male,House,Mortgage,20-25,300-500
6662,1,36 months,Male,House,Mortgage,>25,>500
6663,0,36 months,Male,Other,Rent,>25,>500
6664,1,36 months,Male,House,Mortgage,20-25,300-500
6665,0,36 months,Female,Car,Rent,>25,>500
6666,1,60 months,Male,House,Rent,20-25,>500
6667,0,36 months,Male,House,Rent,20-25,300-500
6668,0,60 months,Male,House,Mortgage,>25,300-500
6669,1,36 months,Male,Car,Rent,20-25,300-500
6670,0,36 months,Male,House,Rent,>25,>500
6671,1,60 months,Male,other,Rent,20-25,>500
6672,1,36 months,Male,Car,Rent,20-25,300-500
6673,0,60 months,Male,House,Mortgage,>25,300-500
6674,1,36 months,Female,House,Rent,20-25,300-500
6675,1,36 months,Male,Other,Rent,20-25,300-500
6676,1,36 months,Female,House,Rent,>25,300-500
6677,1,36 months,Male,House,Rent,20-25,300-500
6678,1,36 months,Female,Wedding,Rent,>25,300-500
6679,0,60 months,Male,House,Mortgage,>25,>500
6680,1,36 months,Female,Car,Rent,>25,300-500
6681,0,36 months,Male,Car,Own,>25,>500
6682,0,36 months,Female,House,Mortgage,>25,>500
6683,0,36 months,Male,Personal,Mortgage,20-25,>500
6684,0,36 months,Male,House,Rent,20-25,>500
6685,1,36 months,Male,House,Mortgage,20-25,300-500
6686,1,36 months,Male,House,Mortgage,20-25,300-500
6687,1,36 months,Male,House,Rent,20-25,300-500
6688,0,36 months,Female,House,Rent,20-25,>500
6689,0,36 months,Female,House,Rent,20-25,>500
6690,1,36 months,Male,House,Rent,>25,>500
6691,1,36 months,Male,House,Mortgage,20-25,300-500
6692,1,36 months,Male,House,Rent,>25,>500
6693,1,36 months,Male,House,Mortgage,20-25,300-500
6694,0,36 months,Female,House,Rent,20-25,>500
6695,1,36 months,Female,Wedding,Rent,>25,300-500
6696,1,36 months,Female,Car,Mortgage,>25,300-500
6697,1,60 months,Male,Car,Mortgage,20-25,>500
6698,0,36 months,Male,House,Rent,20-25,300-500
6699,1,36 months,Female,Car,Rent,20-25,300-500
6700,1,60 months,Male,Medical,Mortgage,20-25,>500
6701,1,36 months,Female,Personal,Rent,>25,300-500
6702,1,36 months,Male,House,Rent,20-25,300-500
6703,0,36 months,Male,Other,Mortgage,20-25,300-500
6704,0,60 months,Male,House,Mortgage,>25,300-500
6705,1,36 months,Female,Other,Rent,>25,300-500
6706,1,36 months,Male,House,Rent,20-25,300-500
6707,1,36 months,Female,House,Rent,>25,300-500
6708,0,36 months,Male,House,Rent,20-25,300-500
6709,1,36 months,Female,Car,Mortgage,20-25,300-500
6710,0,36 months,Female,House,Rent,>25,>500
6711,1,36 months,Male,Car,Mortgage,>25,>500
6712,1,36 months,Male,Car,Mortgage,20-25,300-500
6713,0,36 months,Female,House,Mortgage,20-25,>500
6714,1,36 months,Male,Other,Mortgage,>25,>500
6715,1,36 months,Male,Car,Mortgage,20-25,300-500
6716,1,36 months,Female,Other,Mortgage,>25,>500
6717,0,36 months,Female,Car,Mortgage,20-25,>500
6718,0,36 months,Male,Car,Mortgage,>25,>500
6719,1,36 months,Male,Car,Rent,20-25,>500
6720,1,36 months,Male,House,Rent,>25,>500
6721,1,36 months,Male,House,Mortgage,20-25,300-500
6722,1,36 months,Female,House,Mortgage,20-25,300-500
6723,1,36 months,Male,House,Mortgage,20-25,300-500
6724,1,36 months,Male,Car,Own,20-25,>500
6725,1,36 months,Female,House,Mortgage,>25,300-500
6726,1,36 months,Male,Car,Rent,>25,>500
6727,0,36 months,Female,House,Mortgage,20-25,>500
6728,1,36 months,Male,House,Own,>25,>500
6729,1,36 months,Female,House,Rent,>25,300-500
6730,0,36 months,Male,House,Mortgage,20-25,>500
6731,0,36 months,Female,House,Mortgage,>25,>500
6732,1,36 months,Male,Car,Rent,20-25,300-500
6733,1,36 months,Female,House,Mortgage,20-25,>500
6734,0,60 months,Male,House,Mortgage,20-25,>500
6735,1,36 months,Male,House,Rent,20-25,300-500
6736,0,36 months,Female,House,Mortgage,20-25,>500
6737,0,36 months,Male,House,Mortgage,20-25,300-500
6738,1,36 months,Female,House,Mortgage,>25,300-500
6739,0,60 months,Male,House,Mortgage,>25,300-500
6740,0,60 months,Male,House,Rent,>25,>500
6741,1,36 months,Male,House,Rent,20-25,300-500
6742,1,36 months,Male,House,Mortgage,>25,>500
6743,0,36 months,Female,Car,Mortgage,20-25,>500
6744,1,36 months,Male,House,Mortgage,>25,>500
6745,1,36 months,Male,House,Mortgage,20-25,300-500
6746,1,36 months,Male,House,Rent,>25,>500
6747,1,36 months,Female,House,Rent,>25,300-500
6748,1,36 months,Female,House,Mortgage,>25,300-500
6749,1,36 months,Female,House,Own,>25,300-500
6750,0,36 months,Male,Car,Mortgage,20-25,300-500
6751,1,36 months,Male,House,Mortgage,20-25,300-500
6752,0,60 months,Male,Car,Own,>25,>500
6753,1,36 months,Male,House,Rent,20-25,300-500
6754,1,36 months,Male,House,Rent,20-25,300-500
6755,1,36 months,Male,House,Mortgage,>25,>500
6756,1,36 months,Male,House,Mortgage,>25,>500
6757,1,36 months,Female,House,Own,>25,300-500
6758,1,36 months,Male,Other,Rent,20-25,300-500
6759,1,36 months,Female,Other,Rent,>25,300-500
6760,1,36 months,Male,House,Own,20-25,300-500
6761,0,36 months,Female,House,Mortgage,>25,>500
6762,1,36 months,Female,House,Mortgage,>25,300-500
6763,0,36 months,Female,House,Rent,20-25,>500
6764,1,36 months,Female,House,Rent,>25,300-500
6765,1,36 months,Male,House,Mortgage,20-25,300-500
6766,1,36 months,Female,Car,Rent,>25,>500
6767,0,36 months,Male,Personal,Mortgage,20-25,>500
6768,1,36 months,Male,Car,Mortgage,20-25,300-500
6769,1,36 months,Male,House,Own,>25,>500
6770,1,36 months,Male,House,Rent,>25,>500
6771,0,60 months,Male,Medical,Rent,20-25,>500
6772,1,60 months,Male,House,Rent,20-25,>500
6773,1,36 months,Male,House,Mortgage,20-25,300-500
6774,1,36 months,Male,House,Rent,20-25,300-500
6775,1,36 months,Male,Personal,Mortgage,20-25,300-500
6776,0,36 months,Male,House,Mortgage,20-25,300-500
6777,1,36 months,Male,Car,Mortgage,20-25,300-500
6778,1,60 months,Male,House,Rent,20-25,>500
6779,1,36 months,Male,Personal,Mortgage,20-25,300-500
6780,1,36 months,Male,Personal,Mortgage,>25,>500
6781,0,60 months,Male,House,Mortgage,20-25,>500
6782,1,36 months,Female,House,Rent,20-25,300-500
6783,1,36 months,Male,House,Mortgage,20-25,300-500
6784,0,60 months,Male,House,Rent,>25,300-500
6785,1,36 months,Male,House,Rent,>25,>500
6786,1,36 months,Male,House,Mortgage,>25,>500
6787,1,36 months,Female,House,Mortgage,>25,300-500
6788,0,36 months,Female,House,Mortgage,>25,>500
6789,1,36 months,Female,House,Rent,20-25,300-500
6790,1,36 months,Male,Car,Rent,20-25,300-500
6791,0,36 months,Female,Car,Own,20-25,>500
6792,1,36 months,Female,House,Mortgage,>25,300-500
6793,1,36 months,Male,House,Mortgage,20-25,300-500
6794,0,36 months,Male,House,Rent,20-25,300-500
6795,0,36 months,Female,House,Rent,>25,>500
6796,0,36 months,Male,House,Mortgage,20-25,>500
6797,0,36 months,Female,House,Rent,>25,>500
6798,1,36 months,Female,House,Mortgage,>25,300-500
6799,1,36 months,Female,House,Rent,>25,300-500
6800,1,36 months,Male,House,Own,20-25,300-500
6801,1,36 months,Male,House,Mortgage,20-25,300-500
6802,0,36 months,Male,House,Mortgage,20-25,300-500
6803,0,36 months,Male,House,Rent,20-25,>500
6804,1,36 months,Female,Car,Mortgage,20-25,300-500
6805,1,36 months,Female,House,Rent,>25,>500
6806,0,36 months,Male,House,Own,20-25,300-500
6807,0,60 months,Male,Car,Rent,>25,>500
6808,0,36 months,Male,House,Own,>25,>500
6809,1,36 months,Male,House,Mortgage,20-25,300-500
6810,1,36 months,Male,Personal,Mortgage,>25,>500
6811,1,36 months,Male,House,Rent,20-25,300-500
6812,1,36 months,Male,House,Rent,20-25,300-500
6813,1,36 months,Male,Car,Mortgage,20-25,>500
6814,0,36 months,Female,House,Rent,20-25,>500
6815,0,36 months,Female,House,Rent,>25,>500
6816,1,36 months,Female,Personal,Own,20-25,>500
6817,1,36 months,Male,Medical,Mortgage,>25,>500
6818,0,36 months,Female,House,Mortgage,20-25,>500
6819,0,36 months,Male,Wedding,Rent,20-25,>500
6820,1,60 months,Male,House,Rent,20-25,>500
6821,1,36 months,Male,House,Rent,>25,>500
6822,0,36 months,Female,House,Rent,20-25,>500
6823,0,60 months,Male,House,Mortgage,>25,>500
6824,1,36 months,Female,House,Mortgage,>25,300-500
6825,1,36 months,Male,House,Mortgage,20-25,300-500
6826,1,36 months,Male,Other,Mortgage,>25,>500
6827,0,60 months,Male,House,Rent,>25,>500
6828,1,36 months,Female,Car,Rent,>25,300-500
6829,0,36 months,Female,House,Rent,20-25,>500
6830,0,36 months,Female,Other,Rent,20-25,>500
6831,0,36 months,Male,House,Mortgage,>25,>500
6832,1,36 months,Male,Wedding,Mortgage,20-25,300-500
6833,1,36 months,Female,Personal,Mortgage,>25,300-500
6834,1,36 months,Male,House,Rent,20-25,300-500
6835,1,36 months,Female,House,Rent,>25,300-500
6836,1,36 months,Male,House,Rent,20-25,300-500
6837,1,36 months,Male,House,Mortgage,>25,>500
6838,1,36 months,Male,Car,Rent,20-25,300-500
6839,0,36 months,Male,House,Rent,>25,>500
6840,1,36 months,Male,Personal,Mortgage,20-25,300-500
6841,0,36 months,Female,House,Rent,20-25,300-500
6842,1,36 months,Male,Other,Mortgage,20-25,300-500
6843,0,36 months,Male,House,Rent,20-25,300-500
6844,0,36 months,Male,House,Rent,20-25,>500
6845,0,36 months,Male,House,Mortgage,20-25,300-500
6846,1,36 months,Male,House,Mortgage,>25,>500
6847,1,36 months,Male,Other,Rent,20-25,300-500
6848,1,36 months,Male,House,Mortgage,20-25,300-500
6849,1,60 months,Male,House,Mortgage,20-25,>500
6850,1,36 months,Female,Other,Own,>25,300-500
6851,1,36 months,Female,House,Mortgage,>25,300-500
6852,0,36 months,Female,Car,Own,20-25,>500
6853,0,60 months,Male,House,Rent,>25,300-500
6854,1,36 months,Female,Car,Rent,>25,300-500
6855,0,60 months,Male,House,Rent,>25,>500
6856,0,36 months,Female,House,Rent,20-25,>500
6857,0,60 months,Male,House,Own,>25,300-500
6858,0,36 months,Male,Car,Rent,20-25,300-500
6859,1,36 months,Male,House,Rent,>25,>500
6860,1,36 months,Male,House,Mortgage,20-25,300-500
6861,1,36 months,Male,Car,Rent,>25,>500
6862,1,36 months,Female,House,Rent,>25,300-500
6863,1,36 months,Male,Car,Mortgage,>25,>500
6864,1,36 months,Female,Car,Mortgage,>25,300-500
6865,0,36 months,Female,Car,Rent,>25,>500
6866,1,36 months,Male,Personal,Rent,20-25,300-500
6867,0,36 months,Female,House,Rent,20-25,>500
6868,0,36 months,Female,Other,Mortgage,20-25,>500
6869,1,36 months,Female,House,Rent,>25,300-500
6870,1,36 months,Female,House,Mortgage,>25,300-500
6871,0,60 months,Male,House,Mortgage,>25,>500
6872,1,36 months,Male,House,Rent,20-25,300-500
6873,1,36 months,Male,House,Mortgage,20-25,300-500
6874,1,36 months,Female,House,Rent,>25,300-500
6875,1,36 months,Male,House,Mortgage,20-25,300-500
6876,1,36 months,Female,House,Rent,>25,300-500
6877,1,36 months,Male,House,Mortgage,20-25,300-500
6878,1,36 months,Male,Medical,Mortgage,>25,>500
6879,1,36 months,Male,House,Mortgage,20-25,300-500
6880,1,36 months,Male,House,Mortgage,20-25,300-500
6881,1,36 months,Male,House,Rent,>25,>500
6882,1,36 months,Male,House,Rent,>25,>500
6883,1,36 months,Male,Other,Own,20-25,300-500
6884,1,36 months,Male,House,Rent,20-25,300-500
6885,1,36 months,Female,House,Mortgage,20-25,300-500
6886,1,36 months,Female,House,Rent,>25,300-500
6887,1,36 months,Female,Other,Mortgage,20-25,>500
6888,1,36 months,Female,House,Mortgage,>25,300-500
6889,0,36 months,Female,House,Rent,>25,>500
6890,1,36 months,Male,House,Mortgage,20-25,300-500
6891,0,36 months,Female,House,Mortgage,20-25,>500
6892,1,36 months,Female,Car,Rent,>25,300-500
6893,0,36 months,Female,Car,Mortgage,20-25,>500
6894,0,60 months,Male,Medical,Mortgage,>25,>500
6895,1,36 months,Female,Wedding,Mortgage,>25,300-500
6896,1,60 months,Male,House,Mortgage,20-25,>500
6897,1,36 months,Male,House,Rent,20-25,300-500
6898,1,36 months,Male,Personal,Mortgage,>25,>500
6899,0,36 months,Male,House,Rent,20-25,300-500
6900,1,36 months,Female,Personal,Mortgage,20-25,300-500
6901,0,36 months,Male,House,Rent,20-25,>500
6902,1,36 months,Male,Car,Rent,20-25,300-500
6903,1,36 months,Female,House,Rent,>25,>500
6904,0,36 months,Male,House,Rent,20-25,>500
6905,1,36 months,Male,Car,Own,20-25,300-500
6906,1,36 months,Female,Other,Mortgage,>25,300-500
6907,1,36 months,Male,House,Rent,20-25,300-500
6908,0,60 months,Male,House,Rent,>25,>500
6909,0,36 months,Male,Other,Rent,20-25,300-500
6910,1,36 months,Male,House,Rent,20-25,300-500
6911,1,60 months,Male,House,Rent,20-25,>500
6912,0,36 months,Male,House,Rent,20-25,300-500
6913,1,36 months,Male,House,Mortgage,>25,>500
6914,0,36 months,Female,Personal,Mortgage,20-25,>500
6915,1,36 months,Female,House,Mortgage,>25,300-500
6916,1,36 months,Male,House,Own,20-25,>500
6917,0,36 months,Female,Car,Mortgage,>25,>500
6918,1,36 months,Female,House,Rent,20-25,300-500
6919,1,36 months,Male,House,Mortgage,20-25,300-500
6920,0,60 months,Male,Car,Mortgage,>25,>500
6921,1,36 months,Female,House,Rent,20-25,>500
6922,1,36 months,Male,Other,Mortgage,>25,>500
6923,1,36 months,Female,Other,Rent,>25,300-500
6924,0,36 months,Female,House,Rent,>25,>500
6925,1,36 months,Male,House,Rent,20-25,300-500
6926,1,36 months,Male,Other,Mortgage,20-25,300-500
6927,0,36 months,Male,House,Rent,>25,>500
6928,1,60 months,Male,House,Mortgage,20-25,>500
6929,1,36 months,Male,House,Mortgage,>25,>500
6930,1,36 months,Male,Car,Rent,20-25,300-500
6931,0,36 months,Female,Wedding,Rent,20-25,>500
6932,1,36 months,Female,Medical,Own,20-25,>500
6933,0,36 months,Female,House,Rent,>25,>500
6934,1,36 months,Male,Car,Rent,20-25,300-500
6935,1,36 months,Female,House,Rent,>25,300-500
6936,1,36 months,Female,Personal,Mortgage,>25,300-500
6937,1,36 months,Male,House,Mortgage,>25,>500
6938,1,36 months,Male,House,Own,20-25,300-500
6939,0,36 months,Female,Car,Own,>25,>500
6940,0,36 months,Male,Car,Rent,20-25,300-500
6941,0,36 months,Male,House,Rent,20-25,300-500
